listing_title,price,land_area,bedrooms,bathrooms,agent_name,date_created,internal_features,external_features,nearby,link
6 Bed House with En Suite at Mushroom Rd,"
KSh 100,000,000
",," 6
"," 7
",Reuben and Co Property Consultant,06/07/2023,"
En Suite
,
Walk In Closet
","
Balcony
,
Gym
,
Staff Quarters
,
Parking
,
Garden
,
Electric Fence
","
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kiambu-road-1-3492499
3 Bed House in Kiambu Road,"
KSh 28,000,000
",," 3
",,Cloud Real Estate,29/06/2023,,,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3496174
4 Bed House with En Suite in South C,"
KSh 13,000,000
",," 4
"," 2
",Tysons Limited,26/11/2021,"
En Suite
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3473120
5 Bed House with En Suite in Ongata Rongai,"
KSh 13,000,000
 ",," 5
",,Kraft Fiction,20/06/2023,"
En Suite
","
Balcony
,
Electric Fence
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
 School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ongata-rongai-3604986
4 Bed House with En Suite at Mirema Drive,"
KSh 15,800,000
",," 4
"," 2
",Edlon Group Limited,07/07/2023,"
En Suite
,
Aircon
,
Alarm
,
Walk In Closet
,
Service Charge Included
","
Electric Fence
","
Sea View
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mirema-4-5849
4 Bed Townhouse in Kileleshwa,"
KSh 350,000,000
","
"," 4
"," 3
",Pinder Bassi,11/08/2022,,,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-2-3379140
8 Bed Villa in Lavington,"
Price not communicated
","
"," 8
"," 7
",Pinder Bassi,11/08/2022,,,,https://www.buyrentkenya.com/listings/8-bedroom-villa-for-sale-lavington-3-3379567
6 Bed Townhouse with En Suite in Lavington,"
KSh 88,000,000
",," 6
"," 6
",Edlon Group Limited,07/07/2023,"
En Suite
","
Electric Fence
,
Parking
,
Balcony
",,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-5-3387767
4 Bed Townhouse in Thika,"
KSh 29,000,000
",," 4
"," 3
",Edlon Group Limited,07/07/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-thika-4-3389087
3 Bed Townhouse with En Suite at Riara Road,"
KSh 35,000,000
",," 3
"," 2
",Shingles Kenya Limited,06/07/2023,"
En Suite
","
Balcony
,
Garden
",,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kilimani-3424929
3 Bed House at Off Joseph Kangethe,"
KSh 16,750,000
",," 3
"," 2
",Shingles Kenya Limited,06/07/2023,,,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-jamhuri-15-3438489
4 Bed House in Mtwapa,"
KSh 75,000,000
",," 4
",,Benford Homes,24/05/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mtwapa-3463608
4 Bed House in Nyali Area,"
KSh 32,000,000
",," 4
",,Benford Homes,24/05/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3463633
3 Bed House with En Suite at Kitengela- Isinya Rd,"
KSh 5,800,000
","
"," 3
"," 2
",Shingles Kenya Limited,06/07/2023,"
En Suite
","
Garden
,
Parking
,
Electric Fence
,
Swimming Pool
","
Bus Stop
,
School
,
Scenic View
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kisaju-3464853
4 Bed Villa with En Suite in Lavington,"
KSh 85,000,000
",," 4
"," 5
",Green Knight Properties,05/07/2023,"
Alarm
,
Serviced
,
Service Charge Included
,
Backup Generator
,
Walk In Closet
,
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
CCTV
,
Staff Quarters
,
BBQ
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Scenic View
,
School
,
Hospital
,
Bus Stop
,
Shopping Centre
,
Golf Course
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-5-3560186
4 Bed House with Garden at Karen,"
KSh 55,000,000
","
"," 4
"," 4
",Homeken Limited,08/07/2023,"
Garden
","
Shopping Centre
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3-3595426
4 Bed House with Garden in Komarock,"
KSh 7,800,000
",," 4
"," 2
",CARTIER CARTER REALTORS,26/06/2023,"
Parking
,
Garden
","
Shopping Centre
,
Bus Stop
,
Hospital
,
School
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-komarock-3604652
3 Bed House with En Suite at Gatundu Road,"
KSh 6,250,000
",," 3
"," 3
",Martial Properties,11/05/2023,"
En Suite
","
Borehole
,
Parking
",,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3597703
3 Bed House with En Suite in Donholm,"
KSh 14,500,000

",," 3
"," 2
",Tysons Limited,02/06/2021,"
En Suite
",,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-donholm-3471267
5 Bed House with En Suite at Off Church,"
KSh 280,000,000
",," 5
"," 4
",Halifax Estate Agency,11/04/2023,"
Aircon
,
Alarm
,
En Suite
,
Furnished
,
Service Charge Included
,
Walk In Closet
","
Balcony
",,https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-mombasa-road-29853
3 Bed Villa with En Suite in Kitengela,"
KSh 12,000,000
",," 3
"," 3
",First Avenue,03/03/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
Staff Quarters
,
CCTV
,
Swimming Pool
,
Electric Fence
,
Borehole
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kitengela-3584748
3 Bed House with Garden in Langata,"
KSh 15,000,000
",," 3
"," 1
",Tysons Limited,19/11/2021,"
Garden
",,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-langata-1-3452164
5 Bed Townhouse in Lavington,"
KSh 65,000,000
",," 5
",,Premier Gold -Real Estate,03/07/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3471595
5 Bed House with En Suite in Westlands Area,"
KSh 36,000,000
","
"," 5
"," 3
",Tysons Limited,10/09/2021,"
En Suite
",,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-1-3435420
5 Bed House in Muthaiga,"
KSh 440,000,000
",," 5
",,Premier Gold -Real Estate,03/07/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3540103
3 Bed House in Mombasa CBD,"
KSh 22,000,000
",," 3
",,Blue Falcon Estate Agent,04/10/2021,,,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-mombasa-cbd-3465541
4 Bed House in Karen,"
KSh 150,000,000
",," 4
",,Karengata Property Managers,19/04/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3558054
6 Bed House with En Suite at Bongani Road,"
KSh 55,000,000
","
"," 6
"," 5
",Mapema Properties,04/07/2023,"
En Suite
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Garden
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3612669
5 Bed Villa with En Suite at Nairobi,"
KSh 70,000,000
",," 5
"," 5
",Crystal Valuers LTD,20/04/2023,"
En Suite
,
Walk In Closet
","
Gym
,
Balcony
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
School
,
Hospital
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3544455
5 Bed House with En Suite at Riverside Area,"
KSh 58,000,000
",," 5
"," 5
",Civet Africa Ltd,23/06/2023,"
En Suite
","
Balcony
,
Gym
,
Parking
,
Garden
",,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-thika-3610120
3 Bed House with En Suite in Kitengela,"
KSh 4,500,000
",," 3
"," 3
",RockSand Homes,12/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
","
CCTV
,
Borehole
,
Electric Fence
,
Garden
,
Parking
",,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3518736
5 Bed House with En Suite in Changamwe,"
KSh 12,000,000
",," 5
"," 4
",Tysons Limited,10/02/2022,"
En Suite
","
Balcony
",,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-changamwe-3452984
4 Bed Villa with En Suite at Jcc Road,"
KSh 11,950,000
","
"," 4
"," 4
",Fairdeal Properties Limited,24/05/2023,"
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
CCTV
,
Swimming Pool
,
Garden
,
Electric Fence
,
Borehole
,
BBQ
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-bamburi-3565840
4 Bed Townhouse with En Suite at Near Abc Place,"
KSh 320,000,000
",," 4
"," 5
",Karengata Property Managers,19/04/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Walk In Closet
,
Fibre Internet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Swimming Pool
,
 Wheelchair Access
,
Staff Quarters
,
Parking
","
Shopping Centre
,
School
,
Hospital
,
Golf Course
,
Bus Stop
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3576118
3 Bed House with En Suite in Kenyatta Road,"
KSh 5,800,000
",," 3
"," 4
",Mizizi Realtors,08/07/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Electric Fence
,
Borehole
,
Garden
,
Parking
","
Bus Stop
,
Golf Course
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3614134
5 Bed Townhouse with En Suite at Nyali,"
KSh 28,000,000
",," 5
"," 5
",Laser Property Services Ltd,26/06/2023,"
En Suite
,
Walk In Closet
","
Balcony
,
Garden
,
BBQ
,
Parking
,
Staff Quarters
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
Sea View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-nyali-area-3602078
3 Bed House with En Suite in Kitengela,"
KSh 6,300,000
","
"," 3
"," 4
",Litana Investments,24/05/2023,"
En Suite
,
Walk In Closet
,
Serviced
","
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3598984
3 Bed House with En Suite at Mombasa Road,"
KSh 10,500,000
","
"," 3
"," 2
",KiraguandMwangi Limited,27/06/2023,"
En Suite
","
Parking
,
Electric Fence
,
Borehole
,
Garden
","
Shopping Centre
,
Hospital
,
 School
,
Scenic View
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-mlolongo-3611257
5 Bed Townhouse in Lavington,"
KSh 120,000,000
",," 5
",,Premier Gold -Real Estate,03/07/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3568516
3 Bed House in Muchatha,"
KSh 12,000,000
",," 3
"," 2
",Crystal Valuers LTD,24/05/2023,"
School
,
Hospital
,
Shopping Centre
",,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-muchatha-3585139
4 Bed House with En Suite in Kitengela,"
KSh 12,000,000
",," 4
"," 2
",Tysons Limited,09/11/2021,"
En Suite
","
Balcony
,
Garden
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3452777
5 Bed House with En Suite in Syokimau,"
KSh 15,000,000
",," 5
",,Kraft Fiction,08/07/2023,"
En Suite
","
Balcony
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
 ",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-syokimau-3614141
5 Bed House with En Suite in Runda,"
KSh 70,000,000
",," 5
",,Geoscape Global Limited,01/07/2023,"
Aircon
 ,
Backup Generator
,
Alarm
,
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
CCTV
,
 Electric Fence
,
Garden
","
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3612104
5 Bed Townhouse in Lavington,"
KSh 75,000,000
",," 5
",,Premier Gold -Real Estate,03/07/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3539477
3 Bed House in Kitengela,"
KSh 4,500,000
",," 3
"," 2
",RockSand Homes,12/06/2023,,,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3585322
3 Bed House with En Suite in Ongata Rongai,"
KSh 10,000,000
","
"," 3
"," 2
",Tysons Limited,23/02/2022,"
En Suite
",,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3412216
4 Bed Townhouse with En Suite at Exit 14 Off The Thika Super Highway,"
KSh 14,100,000
","
"," 4
"," 5
",Willstone Homes Limited,06/04/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Parking
,
BBQ
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Swimming Pool
","
Scenic View
,
School
,
Hospital
,
Bus Stop
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kenyatta-road-3587908
4 Bed Townhouse with En Suite in South B,"
KSh 21,000,000
",," 4
"," 3
",Regent Management Ltd,09/05/2023,"
En Suite
","
Parking
,
Staff Quarters
,
Garden
","
Bus Stop
,
Shopping Centre
,
School
,
Hospital
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-south-b-3575523
7 Bed House with En Suite at Gigiri Suburb,"
Price not communicated
",," 7
"," 6
",Zyve,08/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Garden
,
Staff Quarters
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-gigiri-10-3563198
4 Bed House with En Suite in Langata,"
KSh 30,000,000
",," 4
"," 2
",Tysons Limited,24/01/2022,"
En Suite
","
Balcony
,
Electric Fence
,
Parking
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-1-3424957
5 Bed Townhouse with Garden in Lavington,"
KSh 320,000,000
",," 5
"," 5
",Villawatch Limited,21/06/2023,"
Parking
,
Garden
,
Balcony
,
Electric Fence
",,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-2-3530886
4 Bed House with Garden in Thika,"
KSh 25,000,000
",," 4
"," 3
",Regent Management Ltd,09/05/2023,"
Fibre Internet
","
Balcony
,
BBQ
,
Garden
","
Bus Stop
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-3462102
4 Bed Villa with En Suite in South C,"
KSh 32,000,000
","
"," 4
"," 3
",Landmark Top Solutions,19/06/2023,"
En Suite
,
Fibre Internet
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Wheelchair Access
","
Scenic View
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-south-c-3-3445004
1 Bed Townhouse with En Suite in Athi River,"
KSh 2,320,000
",," 1
"," 1
",First Avenue,18/01/2023,"
Alarm
,
Backup Generator
,
 En Suite
,
Fibre Internet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Swimming Pool
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/1-bedroom-townhouse-for-sale-athi-river-area-3575761
4 Bed Townhouse in Parklands,"
KSh 32,000,000
",," 4
"," 3
",Coral Property International Ltd,24/05/2023,"
Staff Quarters
,
Parking
","
School
,
Hospital
,
Bus Stop
",,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-parklands-3513207
5 Bed House with En Suite in Ruiru,"
KSh 45,000,000
",," 5
",,Geoscape Global Limited,30/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
Electric Fence
,
CCTV
,
Borehole
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-3612043
4 Bed Villa in Bamburi,"
KSh 8,950,000
",," 4
"," 4
",Highrise Properties Ltd,09/06/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-bamburi-3594029
4 Bed Townhouse with En Suite at Makutano Town,"
KSh 26,000,000
",," 4
"," 5
",Jazari Homes,06/06/2023,"
En Suite
","
Balcony
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-meru-3565634
5 Bed Townhouse with En Suite at Kenyatta Road,"
KSh 15,500,000
","
"," 5
"," 6
",Property Point Urban Kenya,17/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
 Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
",,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kenyatta-road-1-3486944
4 Bed House with En Suite in Karen,"
KSh 65,000,000
",," 4
"," 5
",Pemukika Agency,28/06/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
CCTV
 ,
Electric Fence
,
Borehole
,
Garden
,
Parking
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3495190
2 Bed House with Garden in Komarock,"
KSh 5,300,000
",," 2
"," 1
",Canaan Properties,24/05/2023,"
Garden
","
School
,
Hospital
,
Bus Stop
,
Shopping Centre
",,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-komarock-3582975
3 Bed House with En Suite in Kitengela,"
KSh 8,900,000
",," 3
"," 2
",First Avenue,06/03/2023,"
Alarm
,
Backup Generator
,
En Suite
","
Balcony
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Swimming Pool
,
Borehole
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3585232
4 Bed Villa with En Suite in Karen,"
KSh 69,000,000
",," 4
"," 5
",Newpoint Properties,07/07/2023,"
Backup Generator
,
En Suite
","
Electric Fence
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
",,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-15-3468958
5 Bed House at World Bank Estate,"
KSh 8,000,000
",," 5
"," 2
",Tysons Limited,13/12/2022,"
Balcony
,
Parking
","
Bus Stop
,
Hospital
,
School
",,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-changamwe-3517245
4 Bed House with En Suite in Thome,"
KSh 50,000,000
",," 4
"," 3
",Tysons Limited,20/04/2023,"
En Suite
","
Garden
,
Parking
","
Bus Stop
 ,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thome-3392810
4 Bed Villa in Spring Valley,"
KSh 170,000,000
",," 4
"," 4
",Coral Property International Ltd,24/05/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-spring-valley-3583391
5 Bed Townhouse with En Suite in Lavington,"
KSh 54,000,000
",," 5
",,First Avenue,20/02/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
","
Gym
,
Balcony
,
Parking
,
Staff Quarters
,
CCTV
,
Electric Fence
,
Swimming Pool
,
Borehole
,
Garden
","
Bus Stop
,
Golf Course
,
Scenic View
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-5-bedroom-townhouse-for-sale-lavington-3582534
7 Bed House with En Suite at Beach Road,"
KSh 70,000,000
","
"," 7
"," 7
",Royal Gate properties Kenya,21/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Serviced
,
Aircon
,
Backup Generator
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
Sea View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-nyali-area-1-3588791
5 Bed House in Kilimani,"
KSh 39,500,000
",," 5
"," 3
",Tysons Limited,09/02/2022,,,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kilimani-3386043
4 Bed House with En Suite at Chuna Estate,"
KSh 32,500,000
",," 4
"," 4
",CHAYVE GROUP LTD,29/06/2023,"
Backup Generator
 ,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Alarm
","
Balcony
,
Parking
,
Staff Quarters
,
Electric Fence
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3610188
5 Bed House with En Suite in Karen,"
KSh 130,000,000
",," 5
"," 5
",Newpoint Properties,07/07/2023,"
Backup Generator
,
En Suite
,
Alarm
,
Fibre Internet
,
Walk In Closet
","
Borehole
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Garden
,
Balcony
,
Gym
,
CCTV
,
Electric Fence
,
BBQ
","
Golf Course
,
Hospital
,
School
,
Bus Stop
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-10-3495087
3 Bed House with En Suite in Juja,"
KSh 6,250,000
","
"," 3
"," 4
",Mizizi Realtors,08/07/2023,"
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Swimming Pool
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3614128
4 Bed House with Garden at Windradge,"
KSh 55,000,000
","
"," 4
"," 3
",Skybraze homes,29/05/2023,"
Parking
,
Garden
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3599817
4 Bed Townhouse with En Suite in Lavington,"
KSh 60,000,000
",," 4
",,TSG Realty Ltd,05/06/2023,"
Backup Generator
,
En Suite
","
CCTV
,
Electric Fence
,
Gym
,
Parking
",,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3543150
3 Bed Townhouse with En Suite at Namanga,"
KSh 4,500,000
","
"," 3
"," 4
",Arthi Africa Homes,01/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Wheelchair Access
,
Staff Quarters
,
Parking
,
Gym
","
Shopping Centre
,
Bus Stop
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kitengela-3612163
